Arist(s) Name,Track Name,Album Name,SpotifyID,Release Date,url,type,top,center,bottom
Taylor Swift , Tim McGraw , Taylor Swift (Deluxe Edition) , 2Fn01AIMyHbha2ceNQeOqw , 2006-10-24,spotify:track:2Fn01AIMyHbha2ceNQeOqw,Taylor Swift (Deluxe Edition),Tim McGraw,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Picture To Burn , Taylor Swift (Deluxe Edition) , 4BYejINgfZF0qKDMEH2cim , 2006-10-24,spotify:track:4BYejINgfZF0qKDMEH2cim,Taylor Swift (Deluxe Edition),Picture To Burn,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Teardrops On My Guitar - Radio Single Remix , Taylor Swift (Deluxe Edition) , 2TF4UtYreqNbQ6Z9AccldU , 2006-10-24,spotify:track:2TF4UtYreqNbQ6Z9AccldU,Taylor Swift (Deluxe Edition),Teardrops On My Guitar - Radio Single Remix,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , A Place in this World , Taylor Swift (Deluxe Edition) , 1oR4MUBpyNrAViC8wPNpfm , 2006-10-24,spotify:track:1oR4MUBpyNrAViC8wPNpfm,Taylor Swift (Deluxe Edition),A Place in this World,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Cold As You , Taylor Swift (Deluxe Edition) , 569sXXQ7t0jSdqHooi2yqs , 2006-10-24,spotify:track:569sXXQ7t0jSdqHooi2yqs,Taylor Swift (Deluxe Edition),Cold As You,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , The Outside , Taylor Swift (Deluxe Edition) , 5Tj2MqcFMf60CaGsKbM1aq , 2006-10-24,spotify:track:5Tj2MqcFMf60CaGsKbM1aq,Taylor Swift (Deluxe Edition),The Outside,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Tied Together with a Smile , Taylor Swift (Deluxe Edition) , 2zzxwmoOBnXDT0KnJsoIWk , 2006-10-24,spotify:track:2zzxwmoOBnXDT0KnJsoIWk,Taylor Swift (Deluxe Edition),Tied Together with a Smile,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Stay Beautiful , Taylor Swift (Deluxe Edition) , 41sjzdjScVwnxnxADElts6 , 2006-10-24,spotify:track:41sjzdjScVwnxnxADElts6,Taylor Swift (Deluxe Edition),Stay Beautiful,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Should've Said No , Taylor Swift (Deluxe Edition) , 6CdaXOq1MWe2JHDalTG01d , 2006-10-24,spotify:track:6CdaXOq1MWe2JHDalTG01d,Taylor Swift (Deluxe Edition),Should've Said No,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Mary's Song (Oh My My My) , Taylor Swift (Deluxe Edition) , 2O8sogKJCfVZ4rotBv1vVF , 2006-10-24,spotify:track:2O8sogKJCfVZ4rotBv1vVF,Taylor Swift (Deluxe Edition),Mary's Song (Oh My My My),24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Our Song , Taylor Swift (Deluxe Edition) , 1j6gmK6u4WNI33lMZ8dC1s , 2006-10-24,spotify:track:1j6gmK6u4WNI33lMZ8dC1s,Taylor Swift (Deluxe Edition),Our Song,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , I'm Only Me When I'm With You , Taylor Swift (Deluxe Edition) , 7CzxXgQXurKZCyHz9ufbo1 , 2006-10-24,spotify:track:7CzxXgQXurKZCyHz9ufbo1,Taylor Swift (Deluxe Edition),I'm Only Me When I'm With You,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Invisible , Taylor Swift (Deluxe Edition) , 1k3PzDNjg38cWqOvL4M9vq , 2006-10-24,spotify:track:1k3PzDNjg38cWqOvL4M9vq,Taylor Swift (Deluxe Edition),Invisible,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , A Perfectly Good Heart , Taylor Swift (Deluxe Edition) , 0YgHuReCSPwTXYny7isLja , 2006-10-24,spotify:track:0YgHuReCSPwTXYny7isLja,Taylor Swift (Deluxe Edition),A Perfectly Good Heart,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Teardrops on My Guitar - Pop Version , Taylor Swift (Deluxe Edition) , 1hxLyjC9D9Jpw6EAPKqWv4 , 2006-10-24,spotify:track:1hxLyjC9D9Jpw6EAPKqWv4,Taylor Swift (Deluxe Edition),Teardrops on My Guitar - Pop Version,24/10/2006,Taylor Swift (Deluxe Edition)
Taylor Swift , Fearless , Fearless (Platinum Edition) , 2okho7vU7Nsq1UZD0kgIMi , 2008-11-11,spotify:track:2okho7vU7Nsq1UZD0kgIMi,Fearless (Platinum Edition),Fearless,11/11/2008,Fearless (Platinum Edition)
Taylor Swift,Untouchable, Fearless (Platinum Edition) ,6ovFJkdau79DuXEvQjPaNH, 2008-11-11,spotify:track:6ovFJkdau79DuXEvQjPaNH,Fearless (Platinum Edition),Untouchable,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Fifteen , Fearless (Platinum Edition) , 5Ora3Ish2A1JN5veGYTxhw , 2008-11-11,spotify:track:5Ora3Ish2A1JN5veGYTxhw,Fearless (Platinum Edition),Fifteen,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Love Story , Fearless (Platinum Edition) , 5hnJCRSo4pxRsaEwT9YusG , 2008-11-11,spotify:track:5hnJCRSo4pxRsaEwT9YusG,Fearless (Platinum Edition),Love Story,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Hey Stephen , Fearless (Platinum Edition) , 3CI1f4yLwdHzcUnH7o0Xyh , 2008-11-11,spotify:track:3CI1f4yLwdHzcUnH7o0Xyh,Fearless (Platinum Edition),Hey Stephen,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , White Horse , Fearless (Platinum Edition) , 5yKB8qcTSflDercM2PXwot , 2008-11-11,spotify:track:5yKB8qcTSflDercM2PXwot,Fearless (Platinum Edition),White Horse,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , You Belong With Me , Fearless (Platinum Edition) , 4kgTdThcDHfuDS2kKxB7Lc , 2008-11-11,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,Fearless (Platinum Edition),You Belong With Me,11/11/2008,Fearless (Platinum Edition)
Taylor Swift; Colbie Caillat , Breathe , Fearless (Platinum Edition) , 23qIWGhpwvDgC23TyZOUck , 2008-11-11,spotify:track:23qIWGhpwvDgC23TyZOUck,Fearless (Platinum Edition),Breathe,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Tell Me Why , Fearless (Platinum Edition) , 4x7Gxk2GfwZJcqpoVT1PbR , 2008-11-11,spotify:track:4x7Gxk2GfwZJcqpoVT1PbR,Fearless (Platinum Edition),Tell Me Why,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , You're Not Sorry , Fearless (Platinum Edition) , 3JhvYnOfKLJuWC7jEU0GmJ , 2008-11-11,spotify:track:3JhvYnOfKLJuWC7jEU0GmJ,Fearless (Platinum Edition),You're Not Sorry,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , The Way I Loved You , Fearless (Platinum Edition) , 4pEZUytwBzha5Un6m3SCFf , 2008-11-11,spotify:track:4pEZUytwBzha5Un6m3SCFf,Fearless (Platinum Edition),The Way I Loved You,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Forever & Always , Fearless (Platinum Edition) , 3NKCWBT2uKp8rxSkcvIrdX , 2008-11-11,spotify:track:3NKCWBT2uKp8rxSkcvIrdX,Fearless (Platinum Edition),Forever & Always,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , The Best Day , Fearless (Platinum Edition) , 7CjuAoOiSrwWv7wJonAUmw , 2008-11-11,spotify:track:7CjuAoOiSrwWv7wJonAUmw,Fearless (Platinum Edition),The Best Day,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Change , Fearless (Platinum Edition) , 3gFaNwyiafgUoQhR0pHYA9 , 2008-11-11,spotify:track:3gFaNwyiafgUoQhR0pHYA9,Fearless (Platinum Edition),Change,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Jump Then Fall , Fearless (Platinum Edition) , 6WWvcA62QlnRguluWAk6bv , 2008-11-11,spotify:track:6WWvcA62QlnRguluWAk6bv,Fearless (Platinum Edition),Jump Then Fall,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Untouchable , Fearless (Platinum Edition) , 6ovFJkdau79DuXEvQjPaNH , 2008-11-11,spotify:track:6ovFJkdau79DuXEvQjPaNH,Fearless (Platinum Edition),Untouchable,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Forever & Always - Piano Version , Fearless (Platinum Edition) , 13MAWVUSkbGMUi6I7RowRK , 2008-11-11,spotify:track:13MAWVUSkbGMUi6I7RowRK,Fearless (Platinum Edition),Forever & Always - Piano Version,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Come In With The Rain , Fearless (Platinum Edition) , 0cEG04R5cldkTLzK6phlcn , 2008-11-11,spotify:track:0cEG04R5cldkTLzK6phlcn,Fearless (Platinum Edition),Come In With The Rain,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , SuperStar , Fearless (Platinum Edition) , 0XfTh16YcKPzdxMPTeKTAq , 2008-11-11,spotify:track:0XfTh16YcKPzdxMPTeKTAq,Fearless (Platinum Edition),SuperStar,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , The Other Side Of The Door , Fearless (Platinum Edition) , 1yDJcXc549N6AabNBzFAku , 2008-11-11,spotify:track:1yDJcXc549N6AabNBzFAku,Fearless (Platinum Edition),The Other Side Of The Door,11/11/2008,Fearless (Platinum Edition)
Taylor Swift , Crazier , Hannah Montana The Movie , 5vyxXfD5gLlyPxGZMEjtmd , 2009-03-24,spotify:track:5vyxXfD5gLlyPxGZMEjtmd,MISC,Crazier,24/03/2009,Hannah Montana The Movie
BOYS LIKE GIRLS; Taylor Swift , Two Is Better Than One (BOYS LIKE GIRLS feat. Taylor Swift) , Love Drunk , 1MaqkdFNIKPdpQGDzme5ss , 2009-09-07,spotify:track:1MaqkdFNIKPdpQGDzme5ss,MISC,Two Is Better Than One (BOYS LIKE GIRLS feat. Taylor Swift),07/09/2009,Love Drunk
Taylor Swift , Mine , Speak Now (Deluxe Package) , 67Io3gxHwfbUreBf114c0u , 2010-10-25,spotify:track:67Io3gxHwfbUreBf114c0u,Speak Now,Mine,25/10/2010,Speak Now (Deluxe Package)
Taylor Swift , Ours , Speak Now (Deluxe Package) , 0hK93KD6Y0j9giUGh4Valj , 2010-10-25,spotify:track:0hK93KD6Y0j9giUGh4Valj,Speak Now,Ours,25/10/2010,Speak Now (Deluxe Package)
Taylor Swift , If This Was A Movie , Speak Now (Deluxe Package) , 5tSmAABuoOfR59lrtXdDqm , 2010-10-25,spotify:track:5tSmAABuoOfR59lrtXdDqm,Speak Now,If This Was A Movie,25/10/2010,Speak Now (Deluxe Package)
Taylor Swift , Superman , Speak Now (Deluxe Package) , 6aJ0ipi4EPmu1aTbFeXZnw , 2010-10-25,spotify:track:6aJ0ipi4EPmu1aTbFeXZnw,Speak Now,Superman,25/10/2010,Speak Now (Deluxe Package)
Taylor Swift , Back To December - Acoustic , Speak Now (Deluxe Package) , 7k7BOXE4u6luKTwcLEAyrd , 2010-10-25,spotify:track:7k7BOXE4u6luKTwcLEAyrd,Speak Now,Back To December - Acoustic,25/10/2010,Speak Now (Deluxe Package)
Taylor Swift , Haunted - Acoustic Version , Speak Now (Deluxe Package) , 6SdBf0ZsJZoKaH5zcDaz9X , 2010-10-25,spotify:track:6SdBf0ZsJZoKaH5zcDaz9X,Speak Now,Haunted - Acoustic Version,25/10/2010,Speak Now (Deluxe Package)
Taylor Swift , Sparks Fly , Speak Now , 46NGAvL695VnbcSeTmQWmM , 2010-10-25,spotify:track:46NGAvL695VnbcSeTmQWmM,Speak Now,Sparks Fly,25/10/2010,Speak Now
Taylor Swift , Back To December , Speak Now , 5l6GqSxplqnZbLg0LTPQeG , 2010-10-25,spotify:track:5l6GqSxplqnZbLg0LTPQeG,Speak Now,Back To December,25/10/2010,Speak Now
Taylor Swift , Speak Now , Speak Now , 7dXKdjpOaH2iwfFKmUj7aq , 2010-10-25,spotify:track:7dXKdjpOaH2iwfFKmUj7aq,Speak Now,Speak Now,25/10/2010,Speak Now
Taylor Swift , Dear John , Speak Now , 3K2es3gElMRJ3qvmPW442g , 2010-10-25,spotify:track:3K2es3gElMRJ3qvmPW442g,Speak Now,Dear John,25/10/2010,Speak Now
Taylor Swift , Mean , Speak Now , 0KztjtD3ytzgYjUKIVfBnW , 2010-10-25,spotify:track:0KztjtD3ytzgYjUKIVfBnW,Speak Now,Mean,25/10/2010,Speak Now
Taylor Swift , The Story Of Us , Speak Now , 3lXekiVK1ZPZbKconsys73 , 2010-10-25,spotify:track:3lXekiVK1ZPZbKconsys73,Speak Now,The Story Of Us,25/10/2010,Speak Now
Taylor Swift , Never Grow Up , Speak Now , 3JilapcaOXzjR9gtvCY8FO , 2010-10-25,spotify:track:3JilapcaOXzjR9gtvCY8FO,Speak Now,Never Grow Up,25/10/2010,Speak Now
Taylor Swift , Enchanted , Speak Now , 04S1pkp1VaIqjg8zZqknR5 , 2010-10-25,spotify:track:04S1pkp1VaIqjg8zZqknR5,Speak Now,Enchanted,25/10/2010,Speak Now
Taylor Swift , Better Than Revenge , Speak Now , 0PWgAyoxsjwGRuFSO0fyya , 2010-10-25,spotify:track:0PWgAyoxsjwGRuFSO0fyya,Speak Now,Better Than Revenge,25/10/2010,Speak Now
Taylor Swift , Innocent , Speak Now , 0mTgFzkDgSAF3nJY25XCXG , 2010-10-25,spotify:track:0mTgFzkDgSAF3nJY25XCXG,Speak Now,Innocent,25/10/2010,Speak Now
Taylor Swift , Haunted , Speak Now , 2YjKcFQ1vYFhQPgsmCOjss , 2010-10-25,spotify:track:2YjKcFQ1vYFhQPgsmCOjss,Speak Now,Haunted,25/10/2010,Speak Now
Taylor Swift , Last Kiss , Speak Now , 4EUQXLipplO2v9mVaqQtjc , 2010-10-25,spotify:track:4EUQXLipplO2v9mVaqQtjc,Speak Now,Last Kiss,25/10/2010,Speak Now
Taylor Swift , Long Live , Speak Now , 4ewAfHYpDTzpW1GKO44CVP , 2010-10-25,spotify:track:4ewAfHYpDTzpW1GKO44CVP,Speak Now,Long Live,25/10/2010,Speak Now
B.o.B; Taylor Swift , Both of Us (B.o.B feat. Taylor Swift) , Strange Clouds , 3r9bgSJlJz2zlevcBRYXko , 2012-04-27,spotify:track:3r9bgSJlJz2zlevcBRYXko,MISC,Both of Us (B.o.B feat. Taylor Swift),27/04/2012,Strange Clouds
Taylor Swift , State Of Grace , Red (Deluxe Edition) , 0b16LTzby1YRVd2nq2Z0fw , 2012-10-22,spotify:track:0b16LTzby1YRVd2nq2Z0fw,Red (Deluxe Edition),State Of Grace,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Red , Red (Deluxe Edition) , 7gJtmLyPTwKzhGzMBXtuXH , 2012-10-22,spotify:track:7gJtmLyPTwKzhGzMBXtuXH,Red (Deluxe Edition),Red,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Treacherous , Red (Deluxe Edition) , 7nECwCDHS1JvQbrmuorZIH , 2012-10-22,spotify:track:7nECwCDHS1JvQbrmuorZIH,Red (Deluxe Edition),Treacherous,22/10/2012,Red (Deluxe Edition)
Taylor Swift , I Knew You Were Trouble. , Red (Deluxe Edition) , 3lKZf71jeNi14udIFPJ29V , 2012-10-22,spotify:track:3lKZf71jeNi14udIFPJ29V,Red (Deluxe Edition),I Knew You Were Trouble.,22/10/2012,Red (Deluxe Edition)
Taylor Swift , All Too Well , Red (Deluxe Edition) , 6GNRkaWUB0Lwc19SdkTgx8 , 2012-10-22,spotify:track:6GNRkaWUB0Lwc19SdkTgx8,Red (Deluxe Edition),All Too Well,22/10/2012,Red (Deluxe Edition)
Taylor Swift ,22, Red (Deluxe Edition) , 3WC5CVAahvn98hiseoIvbw , 2012-10-22,spotify:track:3WC5CVAahvn98hiseoIvbw,Red (Deluxe Edition),22,22/10/2012,Red (Deluxe Edition)
Taylor Swift , I Almost Do , Red (Deluxe Edition) , 1eyqSYBCTane4rl4vc6PWJ , 2012-10-22,spotify:track:1eyqSYBCTane4rl4vc6PWJ,Red (Deluxe Edition),I Almost Do,22/10/2012,Red (Deluxe Edition)
Taylor Swift , We Are Never Ever Getting Back Together , Red (Deluxe Edition) , 6kISMRfweKSvgHR0urMQFG , 2012-10-22,spotify:track:6kISMRfweKSvgHR0urMQFG,Red (Deluxe Edition),We Are Never Ever Getting Back Together,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Stay Stay Stay , Red (Deluxe Edition) , 0F2S1QlnMaOfmNHIgmES3k , 2012-10-22,spotify:track:0F2S1QlnMaOfmNHIgmES3k,Red (Deluxe Edition),Stay Stay Stay,22/10/2012,Red (Deluxe Edition)
Taylor Swift; Gary Lightbody , The Last Time , Red (Deluxe Edition) , 2Tz4JnXZOcjcp8fWfMjBBk , 2012-10-22,spotify:track:2Tz4JnXZOcjcp8fWfMjBBk,Red (Deluxe Edition),The Last Time,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Holy Ground , Red (Deluxe Edition) , 3KmYVOuK2eG7LGP7qQ8DLR , 2012-10-22,spotify:track:3KmYVOuK2eG7LGP7qQ8DLR,Red (Deluxe Edition),Holy Ground,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Sad Beautiful Tragic , Red (Deluxe Edition) , 70e9zuv2pJc7ON1OUAJ1zl , 2012-10-22,spotify:track:70e9zuv2pJc7ON1OUAJ1zl,Red (Deluxe Edition),Sad Beautiful Tragic,22/10/2012,Red (Deluxe Edition)
Taylor Swift , The Lucky One , Red (Deluxe Edition) , 5VQLMrWhailAhErKNUSnv1 , 2012-10-22,spotify:track:5VQLMrWhailAhErKNUSnv1,Red (Deluxe Edition),The Lucky One,22/10/2012,Red (Deluxe Edition)
Taylor Swift; Ed Sheeran , Everything Has Changed , Red (Deluxe Edition) , 5PjfMmF06QtxTPZBZHdhoZ , 2012-10-22,spotify:track:5PjfMmF06QtxTPZBZHdhoZ,Red (Deluxe Edition),Everything Has Changed,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Starlight , Red (Deluxe Edition) , 1gL4vMhDV3RgJQmDuY5HK1 , 2012-10-22,spotify:track:1gL4vMhDV3RgJQmDuY5HK1,Red (Deluxe Edition),Starlight,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Begin Again , Red (Deluxe Edition) , 1yG491M3fRfowMdGN5pey4 , 2012-10-22,spotify:track:1yG491M3fRfowMdGN5pey4,Red (Deluxe Edition),Begin Again,22/10/2012,Red (Deluxe Edition)
Taylor Swift , The Moment I Knew , Red (Deluxe Edition) , 4qTAwKJQ68gmnrnfPD3vlO , 2012-10-22,spotify:track:4qTAwKJQ68gmnrnfPD3vlO,Red (Deluxe Edition),The Moment I Knew,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Come Back...Be Here , Red (Deluxe Edition) , 1n8rB9AhxiAvVP1E2c3yOd , 2012-10-22,spotify:track:1n8rB9AhxiAvVP1E2c3yOd,Red (Deluxe Edition),Come Back...Be Here,22/10/2012,Red (Deluxe Edition)
Taylor Swift , Girl At Home , Red (Deluxe Edition) , 6VFpuI0DDmbC5UyWZQ4IRY , 2012-10-22,spotify:track:6VFpuI0DDmbC5UyWZQ4IRY,Red (Deluxe Edition),Girl At Home,22/10/2012,Red (Deluxe Edition)
Taylor Swift , State Of Grace - Acoustic , Red (Deluxe Edition) , 5mfDBWY7ncZFm7ykmFTG4i , 2012-10-22,spotify:track:5mfDBWY7ncZFm7ykmFTG4i,Red (Deluxe Edition),State Of Grace - Acoustic,22/10/2012,Red (Deluxe Edition)
Tim McGraw; Taylor Swift; Keith Urban , Highway Don't Care , Two Lanes Of Freedom , 60hGQrn24APqEFSLObLeDc , 2013-01-01,spotify:track:60hGQrn24APqEFSLObLeDc,MISC,Highway Don't Care,01/01/2013,Two Lanes Of Freedom
Taylor Swift ," Sweeter Than Fiction - From ""One Chance"" Soundtrack ", Sweeter Than Fiction , 0RFCHlNuTeUHIB36VuVbOL , 2013-10-21,spotify:track:0RFCHlNuTeUHIB36VuVbOL,MISC,"Sweeter Than Fiction - From ""One Chance"" Soundtrack",21/10/2013,Sweeter Than Fiction
Taylor Swift , Welcome To New York , 1989 (Deluxe) , 3nRmDz7qGCvsMS30rGGY0x ,27/10/2014,spotify:track:3nRmDz7qGCvsMS30rGGY0x,1989 (Deluxe),Welcome To New York,27/10/2014,1989 (Deluxe)
Taylor Swift , Blank Space , 1989 (Deluxe) , 1u8c2t2Cy7UBoG4ArRcF5g ,27/10/2014,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,1989 (Deluxe),Blank Space,27/10/2014,1989 (Deluxe)
Taylor Swift , Style , 1989 (Deluxe) , 0ug5NqcwcFR2xrfTkc7k8e ,27/10/2014,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,1989 (Deluxe),Style,27/10/2014,1989 (Deluxe)
Taylor Swift , Out Of The Woods , 1989 (Deluxe) , 0qUnBLZ8bJqUNEeQgayL9t ,27/10/2014,spotify:track:0qUnBLZ8bJqUNEeQgayL9t,1989 (Deluxe),Out Of The Woods,27/10/2014,1989 (Deluxe)
Taylor Swift , All You Had To Do Was Stay , 1989 (Deluxe) , 6aLOekfwbytwWvQftxTEF0 ,27/10/2014,spotify:track:6aLOekfwbytwWvQftxTEF0,1989 (Deluxe),All You Had To Do Was Stay,27/10/2014,1989 (Deluxe)
Taylor Swift , Shake It Off , 1989 (Deluxe) , 0cqRj7pUJDkTCEsJkx8snD ,27/10/2014,spotify:track:0cqRj7pUJDkTCEsJkx8snD,1989 (Deluxe),Shake It Off,27/10/2014,1989 (Deluxe)
Taylor Swift , I Wish You Would , 1989 (Deluxe) , 5gRYrtvyVyaCRvLt56OfuV ,27/10/2014,spotify:track:5gRYrtvyVyaCRvLt56OfuV,1989 (Deluxe),I Wish You Would,27/10/2014,1989 (Deluxe)
Taylor Swift , Bad Blood , 1989 (Deluxe) , 2NlmmAjGYrrjAp0MED5rGx ,27/10/2014,spotify:track:2NlmmAjGYrrjAp0MED5rGx,1989 (Deluxe),Bad Blood,27/10/2014,1989 (Deluxe)
Taylor Swift , Wildest Dreams , 1989 (Deluxe) , 4A4A6dwl5DqdqrZaEtKGPR ,27/10/2014,spotify:track:4A4A6dwl5DqdqrZaEtKGPR,1989 (Deluxe),Wildest Dreams,27/10/2014,1989 (Deluxe)
Taylor Swift , How You Get The Girl , 1989 (Deluxe) , 0fM9dEhUFV4MHDuJgrcfOv ,27/10/2014,spotify:track:0fM9dEhUFV4MHDuJgrcfOv,1989 (Deluxe),How You Get The Girl,27/10/2014,1989 (Deluxe)
Taylor Swift , This Love , 1989 (Deluxe) , 4L560fic5PaTuCFm6CviKa ,27/10/2014,spotify:track:4L560fic5PaTuCFm6CviKa,1989 (Deluxe),This Love,27/10/2014,1989 (Deluxe)
Taylor Swift , I Know Places , 1989 (Deluxe) , 6EwNJz8CuVsrsLvXprJ20Q ,27/10/2014,spotify:track:6EwNJz8CuVsrsLvXprJ20Q,1989 (Deluxe),I Know Places,27/10/2014,1989 (Deluxe)
Taylor Swift , Clean , 1989 (Deluxe) , 1NmVZsG18CzCAtw7rnV3yA ,27/10/2014,spotify:track:1NmVZsG18CzCAtw7rnV3yA,1989 (Deluxe),Clean,27/10/2014,1989 (Deluxe)
Taylor Swift , Wonderland , 1989 (Deluxe) , 6RvRzl1YJTDnUvdOtV21IK ,27/10/2014,spotify:track:6RvRzl1YJTDnUvdOtV21IK,1989 (Deluxe),Wonderland,27/10/2014,1989 (Deluxe)
Taylor Swift , You Are In Love , 1989 (Deluxe) , 2KrOAg6FftbjgSKdd2a4rS ,27/10/2014,spotify:track:2KrOAg6FftbjgSKdd2a4rS,1989 (Deluxe),You Are In Love,27/10/2014,1989 (Deluxe)
Taylor Swift , New Romantics , 1989 (Deluxe) , 0qAIiGFKLdV1xpNlEhjpq8 ,27/10/2014,spotify:track:0qAIiGFKLdV1xpNlEhjpq8,1989 (Deluxe),New Romantics,27/10/2014,1989 (Deluxe)
Taylor Swift; Kendrick Lamar , Bad Blood , Bad Blood , 6xsEAm6w9oMQYYg3jkEkMT , 2015-05-17,spotify:track:6xsEAm6w9oMQYYg3jkEkMT,MISC,Bad Blood,17/05/2015,Bad Blood
ZAYN; Taylor Swift , I Don't Wanna Live Forever (Fifty Shades Darker) , reputation Stadium Tour Surprise Song Playlist , 55n9yjI6qqXh5F2mYvUc2y , 2017-11-09,spotify:track:55n9yjI6qqXh5F2mYvUc2y,reputation,I Don't Wanna Live Forever (Fifty Shades Darker),09/11/2017,reputation Stadium Tour Surprise Song Playlist
Taylor Swift , ...Ready For It? , reputation , 2yLa0QULdQr0qAIvVwN6B5 , 2017-11-10,spotify:track:2yLa0QULdQr0qAIvVwN6B5,reputation,...Ready For It?,10/11/2017,reputation
Taylor Swift; Ed Sheeran; Future , End Game , reputation , 2x0WlnmfG39ZuDmstl9xfX , 2017-11-10,spotify:track:2x0WlnmfG39ZuDmstl9xfX,reputation,End Game,10/11/2017,reputation
Taylor Swift , I Did Something Bad , reputation , 4svZDCRz4cJoneBpjpx8DJ , 2017-11-10,spotify:track:4svZDCRz4cJoneBpjpx8DJ,reputation,I Did Something Bad,10/11/2017,reputation
Taylor Swift , Don't Blame Me , reputation , 1R0a2iXumgCiFb7HEZ7gUE , 2017-11-10,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,reputation,Don't Blame Me,10/11/2017,reputation
Taylor Swift , Delicate , reputation , 6NFyWDv5CjfwuzoCkw47Xf , 2017-11-10,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,reputation,Delicate,10/11/2017,reputation
Taylor Swift , Look What You Made Me Do , reputation , 1P17dC1amhFzptugyAO7Il , 2017-11-10,spotify:track:1P17dC1amhFzptugyAO7Il,reputation,Look What You Made Me Do,10/11/2017,reputation
Taylor Swift , So It Goes... , reputation , 5PxFv9yJEg9dxvbZggykro , 2017-11-10,spotify:track:5PxFv9yJEg9dxvbZggykro,reputation,So It Goes...,10/11/2017,reputation
Taylor Swift , Gorgeous , reputation , 1ZY1PqizIl78geGM4xWlEA , 2017-11-10,spotify:track:1ZY1PqizIl78geGM4xWlEA,reputation,Gorgeous,10/11/2017,reputation
Taylor Swift , Getaway Car , reputation , 0VE4kBnHJUgtMf0dy6DRmW , 2017-11-10,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,reputation,Getaway Car,10/11/2017,reputation
Taylor Swift , King Of My Heart , reputation , 7HuBDWi18s4aJM8UFnNheH , 2017-11-10,spotify:track:7HuBDWi18s4aJM8UFnNheH,reputation,King Of My Heart,10/11/2017,reputation
Taylor Swift , Dancing With Our Hands Tied , reputation , 7I7JbDv63ZJJsSi24DyJrz , 2017-11-10,spotify:track:7I7JbDv63ZJJsSi24DyJrz,reputation,Dancing With Our Hands Tied,10/11/2017,reputation
Taylor Swift , Dress , reputation , 6oVxXO5oQ4pTpO8RSnkzvv , 2017-11-10,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,reputation,Dress,10/11/2017,reputation
Taylor Swift , This Is Why We Can't Have Nice Things , reputation , 07NxDD1iKCHbAldceD7QLP , 2017-11-10,spotify:track:07NxDD1iKCHbAldceD7QLP,reputation,This Is Why We Can't Have Nice Things,10/11/2017,reputation
Taylor Swift , Call It What You Want , reputation , 1GwMQaZz6Au3QLDbjbMdme , 2017-11-10,spotify:track:1GwMQaZz6Au3QLDbjbMdme,reputation,Call It What You Want,10/11/2017,reputation
